Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-DIPSRelatedPersonAppointedByMunicipality.json	1077	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	405	1254	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DIPSRelatedPersonKinship.json	1013	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	1467	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DIPSRelatedPersonParentalResponsibility.json	1074	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	484	1312	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-DIPSRelatedPersonResponsibleRequisitioner.json	1084	0	0	15	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	541	1404	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DIPSSubjectReference.json	4741	1	0	63	0	0	0	0	0	20	0	0	0	0	0	0	0	2	0	0	3389	1663	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-Department.json	2183	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1398	1536	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-DepartmentExtension.json	1725	2	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	921	1602	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DepartmentTypeCodeId.json	1008	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	305	1347	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DiagnoseGroupExtension.json	3864	0	0	9	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1295	1798	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-DipsLocationExtension.json	1915	0	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	882	1168	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-DipsOrganizationRef.json	3868	0	0	28	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	2271	1854	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-DipsPatientDeathComment.json	1003	4	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	309	1521	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DipsPatientDeathRegisteredBy.json	1023	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	1244	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DipsPatientDeathRegisteredTime.json	1033	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	1436	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DipsPatientHospitalSectorId.json	1020	0	0	4	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	363	1496	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DipsPatientHospitalSectorName.json	1027	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	457	1596	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DipsPatientLanguageId.json	1708	0	0	6	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	874	1704	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DipsPatientMunicipality.json	1020	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	442	1293	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DipsPatientPhoneTypeId.json	1399	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	744	1980	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DipsPatientStateName.json	999	4	0	4	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	365	1425	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-IsSpecialistExtension.json	1001	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	291	1087	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-IsUpdatedByPopulationRegister.json	1028	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	299	1209	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-LastOfficialAddressSyncTime.json	1113	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	305	1364	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-LevelOfCareExtension.json	3824	3	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	1414	1586	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-LocationAddressId.json	992	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	306	1544	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-LocationExtension.json	1717	0	0	7	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1005	1625	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-LocationLabLocalizationId.json	1016	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	392	1439	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-LocationTypeCodeId.json	1000	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	303	1484	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-LocationTypeId.json	980	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	507	1306	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-LocationValidPeriod.json	988	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	346	1328	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-LocationWorkplaceLocalizationId.json	1040	2	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	321	1516	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-MunicipalityCode.json	998	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	369	1385	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-MustOccurBefore.json	1174	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	355	1853	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationBloodpressure.json	23476	4	0	131	0	0	0	0	2	71	0	0	1	0	0	0	0	2	0	0	11806	3667	0	0	0	30	0	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationBodyHeight.json	14690	2	0	172	0	0	0	0	0	49	0	0	0	0	0	0	0	1	0	0	7079	2220	0	0	0	16	0	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationBodyMassIndex.json	17380	2	0	99	0	0	0	0	0	85	0	0	0	0	0	0	0	1	0	0	7755	1675	0	0	0	18	1	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationBodyTemp.json	16449	2	0	71	2	0	0	0	0	52	0	0	1	0	0	0	0	2	0	0	9529	2127	0	0	0	17	0	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationBodyWeight.json	16005	2	0	98	0	0	0	0	0	43	0	0	0	0	0	0	0	1	0	0	8329	2542	0	0	0	17	0	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationClothingState.json	1545	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	391	1032	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationConsciousness.json	15787	4	0	79	1	0	0	0	0	44	0	0	0	0	0	0	0	1	0	0	7557	1771	0	0	0	15	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationFiO2.json	1223	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	1588	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationFlow.json	1236	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	1441	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationGCS.json	26566	4	0	95	0	0	0	0	0	68	0	0	1	0	0	0	0	2	0	0	11823	2537	0	0	0	26	0	2
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationHeartRate.json	17015	2	0	68	0	0	0	0	0	44	0	0	0	0	0	0	0	1	0	0	8554	2354	0	1	0	19	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationInspiredOxygen.json	3210	0	0	12	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	672	1091	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationMethodofOxygenDelivery.json	1302	2	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	330	1582	0	0	0	0	0	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationNews2Score.json	46917	2	0	344	0	0	0	0	0	108	0	0	0	0	0	0	0	3	0	0	20618	3459	0	0	0	47	0	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationOnAir.json	1389	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	1254	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationOxygenSaturation.json	15297	0	0	162	0	0	0	0	1	54	0	0	0	0	0	0	0	1	0	0	7551	1460	0	0	0	17	0	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationProsentO2.json	1247	0	0	9	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	353	1492	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationPulse.json	17747	0	0	126	0	0	0	0	0	46	0	0	1	0	0	0	0	1	0	0	9015	2022	0	0	0	18	1	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationPulseRhythm.json	1437	0	0	14	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	506	1492	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationQSOFAScore.json	27645	0	0	148	0	0	0	0	0	68	0	0	0	0	0	0	0	2	0	0	12944	2582	0	0	0	26	0	2
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationRespirationDepth.json	1490	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	538	1581	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationRespirationRate.json	17063	15	0	68	0	0	0	0	0	79	0	0	1	0	0	0	0	1	0	0	7999	2058	0	0	0	18	0	1
fsh-generated/resources/StructureDefinition-NoImplVitalSignsObservationRespirationRegularity.json	1521	2	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	424	1454	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-NprLevelOfCareExtension.json	4011	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1402	1743	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-OrganizationAddressId.json	1012	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	783	1522	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-OrganizationPaymentCode.json	1008	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	449	1507	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-OrganizationTypeCodeId.json	1016	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	1227	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-OrganizationValidPeriod.json	1008	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	1456	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-PartOfDepartment.json	1157	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	1516	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-PartOfSection.json	1145	0	0	5	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	355	1558	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PlannedContactEndTimeExtension.json	1033	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	319	1038	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ReferredBy.json	2052	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	1723	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Reminder.json	1042	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	546	1640	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-SectionExtension.json	1583	0	0	8	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	815	1592	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SectionProfessionCodeId.json	1020	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	346	1027	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SelfBookingSlot.json	2466	0	0	31	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	1169	1428	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-TeamTypeId.json	964	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	335	1507	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-TerminationExtension.json	3824	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1443	1602	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-VideoUrl.json	943	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	369	1147	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-WardExtension.json	1571	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1104	1339	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-WardTypeCodeId.json	1065	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	488	1376	0	0	0	1	0	0
fsh-generated/resources/ValueSet-DIPSEncounterTypeCom.json	3280	0	0	0	2	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	241	361	0	0	0	0	0	0
fsh-generated/resources/ValueSet-DIPSEncounterV3.json	2363	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	199	395	0	0	0	1	0	0
fsh-generated/resources/ValueSet-DIPSHealthcareServiceTypes.json	20326	14	0	0	0	0	0	0	2	30	0	0	0	0	0	0	0	0	0	0	543	576	0	0	0	1	0	1
fsh-generated/resources/ValueSet-DipsCoding1003ValueSet.json	2838	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	95	403	0	0	0	1	0	0
fsh-generated/resources/ValueSet-HealthPersonallCategoryValueset.json	5452	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	125	301	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KithCoding9040ValueSet.json	2353	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	87	329	0	0	0	1	0	0
fsh-generated/resources/ValueSet-KithHealthcareServiceTypes.json	19898	0	0	0	0	0	0	0	2	29	0	0	0	0	0	0	0	1	0	0	398	577	0	0	0	1	0	0
fsh-generated/resources/ValueSet-LanguageCodes.json	1197	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	80	519	0	0	0	1	0	0
fsh-generated/resources/ValueSet-LocationTypes.json	1700	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	107	314	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationBloodPressureMeasurementMethod.json	1774	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	87	361	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationBloodpressureBodyPosition.json	2202	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	88	382	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationBloodpressureBodySite.json	2832	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	103	443	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationBodyExposure.json	1941	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	417	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationBodyHeightBodyPosition.json	1767	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	77	347	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationBodyTempBodySite.json	2846	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	371	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationClothingState.json	2026	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	87	497	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationCuffsize.json	2141	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	84	507	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationDiastolicendPoint.json	1747	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	89	342	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationHeartRateBodySite.json	1760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	338	0	0	0	2	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationHeartRateMeasurementMethod.json	1758	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	392	0	1	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationHeartRatePulseBodyPosition.json	2093	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	80	421	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationHeartRhythmIrregularity.json	2123	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	84	466	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationPulseBodySite.json	2884	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	110	319	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationPulseMeasurementMethod.json	1742	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	79	323	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationPulseRhythm.json	1829	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	73	490	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationPulseRhythmIrregularity.json	1923	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	85	393	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationRespirationRateBodyPosition.json	2043	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	409	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationRespirationRateDepth.json	1906	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	320	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationRespirationRegularity.json	1729	1	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	77	397	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationSleepStatus.json	1669	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	81	413	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoDomainVitalSignsObservationSpontaneousBreathing.json	1739	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	85	477	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NoImplVitalSignsObservationBloodPressureMeasurementMethod.json	1655	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	92	360	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoImplVitalSignsObservationBodyMassIndexFormula.json	1412	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	85	341	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoImplVitalSignsObservationConsciousness.json	1578	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	85	570	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NoImplVitalSignsObservationHeartRateMeasurementMethod.json	1639	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	461	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoImplVitalSignsObservationPulseBodySite.json	1516	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	81	368	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NoImplVitalSignsObservationPulseMeasurementMethod.json	1623	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	332	0	0	0	1	0	0
fsh-generated/resources/ValueSet-NprLevelOfCare.json	2428	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	119	342	0	0	0	0	0	0
fsh-generated/resources/ValueSet-OrganizationAccessTypes.json	864	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	135	391	0	0	0	0	0	0
fsh-generated/resources/ValueSet-OrganizationTypes.json	1406	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	101	552	0	0	0	1	0	0
fsh-generated/resources/ValueSet-approvalType.json	2753	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	96	471	0	0	0	0	0	0
fsh-generated/resources/ValueSet-healthPersonnelSpecialization.json	7408	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	177	446	0	0	0	1	0	0
fsh-generated/resources/ValueSet-languageid.json	1318	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	87	312	0	0	0	0	0	0
fsh-generated/resources/ValueSet-relatedperson-relationshiptype.json	998	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	72	470	0	0	0	0	0	0
\input\includes\img-med.html	369	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
\fsh-generated\includes\fsh-link-references.md	19796	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
\fsh-generated\includes\menu.xml	1298	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSHealthcareService-intro.md	278	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSHealthcareService-notes.md	4242	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSLocation-intro.md	251	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSLocation-notes.md	3281	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSOrganization-intro.md	263	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSOrganization-notes.md	3513	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSPatient-intro.md	244	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSPatient-notes.md	5674	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSPerson-intro.md	238	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSPerson-notes.md	6623	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSPractitioner-intro.md	256	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSPractitioner-notes.md	3664	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSPractitionerRole-intro.md	271	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSPractitionerRole-notes.md	4765	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSRelatedPerson-intro.md	262	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
\input\intro-notes\StructureDefinition-DIPSRelatedPerson-notes.md	6598	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
\input\pagecontent\changes.md	390	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
\input\pagecontent\documentation.md	87350	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
\input\pagecontent\download.md	458	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
\input\pagecontent\index.md	1519	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
\input\pagecontent\reference-diagrams.md	136	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
\template\config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
\template\config\_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
\input\images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\input\images\basic_fhir_restful_interaction.svg	149662	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
\input\images\warning6.png	33824	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
\input\images\warning7.png	5533	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
\input\images\warning8.png	22571	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
\input\images\warning9.png	6499	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
\temp\pages\_includes\artifacts.xml	92482	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	0	0	0	0	0	0
\temp\pages\_includes\diagram.svg	6112	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	0	0	0	0	0	0
\temp\pages\_includes\diagram1.svg	3581	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	0	0	0	0	0	0
