URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://dips.no/fhir/ValueSet/DIPSVitalSignsObservationBodyMassIndexFormula,0.1.0,draft,,DIPSVitalSignsObservationBodyMassIndexFormula,DIPSVitalSignsObservationBodyMassIndexFormula,"Value set for DIPS Body Mass Index Formula Measurment methods","StructureDefinition/DIPSVitalSignsObservationBodyMassIndex","Internal"
http://dips.no/fhir/ValueSet/DIPSVitalSignsObservationBodySite,0.1.0,draft,,DIPSVitalSignsObservationBodySite,DIPSVitalSignsObservationBodySite,"Value set for DIPS Body Mass Index Formula Measurment methods","StructureDefinition/DIPSVitalSignsObservationBodyTemp","SCT"
http://dips.no/fhir/ValueSet/DIPSVitalSignsObservationConsciousness,0.1.0,draft,,DIPSVitalSignsObservationConsciousness,SNOMED CT Consciousness Structures,"Codes representing consciousness","StructureDefinition/DIPSVitalSignsObservationConsciousness","Internal"
http://dips.no/fhir/ValueSet/DIPSVitalSignsObservationHeartRateMeasurementMethod,0.1.0,draft,,DIPSVitalSignsObservationHeartRateMeasurementMethod,,"Codes representing measurement method","StructureDefinition/DIPSVitalSignsObservationHeartRate","Internal"
http://dips.no/fhir/ValueSet/DIPSVitalSignsObservationPrePostduktal,0.1.0,draft,,DIPSVitalSignsObservationPrePostduktal,DIPSVitalSignsObservationPrePostduktal,"Codes representing pre/post ductal","StructureDefinition/DIPSVitalSignsObservationPrePostduktal","Internal"
http://dips.no/fhir/ValueSet/DIPSVitalSignsObservationPulseBodySite,0.1.0,draft,,DIPSVitalSignsObservationPulseBodySite,DIPSVitalSignsObservationPulsBodySite,"Codes representing Body site for Pulse ","StructureDefinition/DIPSVitalSignsObservationPulse",
http://dips.no/fhir/ValueSet/DIPSVitalSignsObservationPulseMeasurementMethod,0.1.0,draft,,DIPSVitalSignsObservationPulseMeasurementMethod,,"Codes representing measurement method","StructureDefinition/DIPSVitalSignsObservationPulse","Internal"
http://hl7.no/fhir/no-domain/vitalsigns/ValueSet/NoDomainVitalSignsBloodPressureMeasurementMethodValueSet,0.9.74,draft,,NoDomainVitalSignsBloodPressureMeasurementMethodValueSet,NoDomainVitalSignsBloodPressureMeasurementMethod-ValueSet,"Codes representing measurement method for HeartRate","ValueSet/DIPSVitalSignsObservationBloodPressureMeasurementMethod","SCT"
http://hl7.no/fhir/no-domain/vitalsigns/ValueSet/NoDomainVitalSignsHeartRateBodySiteValueSet,0.9.74,draft,,NoDomainVitalSignsHeartRateBodySiteValueSet,NoDomainVitalSignsHeartRateBodySite-ValueSet,"Codes representing body site for heart rate","StructureDefinition/DIPSVitalSignsObservationHeartRate","SCT"
http://hl7.no/fhir/no-domain/vitalsigns/ValueSet/NoDomainVitalSignsHeartRateMeasurementMethodValueSet,0.9.74,draft,,NoDomainVitalSignsHeartRateMeasurementMethodValueSet,NoDomainVitalSignsHeartRateMeasurementMethod-ValueSet,"Codes representing measurement method for HeartRate","ValueSet/DIPSVitalSignsObservationHeartRateMeasurementMethod","SCT"
http://hl7.no/fhir/no-domain/vitalsigns/ValueSet/NoDomainVitalSignsHeartRhythmIrregularityValueSet,0.9.74,draft,,NoDomainVitalSignsHeartRhythmIrregularityValueSet,NoDomainVitalSignsHeartRhythmIrregularity-ValueSet,"Codes representing heart rhythm irregularity for heart rate","ValueSet/DIPSVitalSignsHeartRhythmIrregularity","SCT"
http://hl7.no/fhir/no-domain/vitalsigns/ValueSet/NoDomainVitalSignsPulseBodySiteValueSet,0.9.74,draft,,NoDomainVitalSignsPulseBodySiteValueSet,NoDomainVitalSignsPulseBodySite-ValueSet,"Codes representing body site for pulse","ValueSet/DIPSVitalSignsObservationPulseBodySite","SCT"
http://hl7.no/fhir/no-domain/vitalsigns/ValueSet/NoDomainVitalSignsPulseMeasurementMethodValueSet,0.9.74,draft,,NoDomainVitalSignsPulseMeasurementMethodValueSet,NoDomainVitalSignsPulseMeasurementMethod-ValueSet,"Codes representing measurement method for HeartRate","ValueSet/DIPSVitalSignsObservationPulseMeasurementMethod","SCT"
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/DIPSOrganization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/DIPSOrganization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/appointmentstatus,4.0.1,draft,"2.16.840.1.113883.4.642.3.484",AppointmentStatus,AppointmentStatus,"The free/busy status of an appointment.","StructureDefinition/DIPSAppointment","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.241",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","StructureDefinition/DIPSR4DocumentReference","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/DIPSOrganization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/DIPSOrganization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/document-reference-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.7",DocumentReferenceStatus,DocumentReferenceStatus,"The status of the document reference.","StructureDefinition/DIPSR4DocumentReference","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/encounter-location-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.262",EncounterLocationStatus,EncounterLocationStatus,"The status of the location.","StructureDefinition/DIPSR4Encounter","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/encounter-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.246",EncounterStatus,EncounterStatus,"Current state of the encounter.","StructureDefinition/DIPSHospitalStayEncounter","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/DIPSOrganizationReference,StructureDefinition/DIPSOrganization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/location-physical-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.328",LocationType,Location type,"This example value set defines a set of codes that can be used to indicate the physical form of the Location.","StructureDefinition/DIPSR4Encounter,StructureDefinition/DIPSEncounterLocation","THO"
http://hl7.org/fhir/ValueSet/mimetypes,4.0.1,active,"2.16.840.1.113883.4.642.3.1024",Mime Types,MimeType,"This value set includes all possible codes from BCP-13 (http://tools.ietf.org/html/bcp13)","StructureDefinition/DIPSR4DocumentReference","Other"
http://hl7.org/fhir/ValueSet/narrative-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.55",NarrativeStatus,NarrativeStatus,"The status of a resource narrative.","StructureDefinition/DIPSR4Encounter","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/participationstatus,4.0.1,draft,"2.16.840.1.113883.4.642.3.486",ParticipationStatus,ParticipationStatus,"The Participation status of an appointment.","StructureDefinition/DIPSAppointment","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/slotstatus,4.0.1,draft,"2.16.840.1.113883.4.642.3.482",SlotStatus,SlotStatus,"The free/busy status of the slot.","StructureDefinition/SelfBookingSlot","hl7.fhir.r4.core"
http://loinc.org/vs/LL355-9,0.1.0,active,"1.3.6.1.4.1.12009.10.1.2208",GCS_1_Eye,,"","StructureDefinition/DIPSVitalSignsObservationGCS","LOINC"
http://loinc.org/vs/LL356-7,0.1.0,active,"1.3.6.1.4.1.12009.10.1.2209",GCS_2_Verbal,,"","StructureDefinition/DIPSVitalSignsObservationGCS","LOINC"
http://loinc.org/vs/LL357-5,0.1.0,active,"1.3.6.1.4.1.12009.10.1.2215",GCS_3_Motor,,"","StructureDefinition/DIPSVitalSignsObservationGCS","LOINC"
http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification,2014-03-26,active,"2.16.840.1.113883.1.11.10228",v3.ConfidentialityClassification,V3 Value SetConfidentialityClassification," Set of codes used to value Act.Confidentiality and Role.Confidentiality attribute in accordance with the definition for concept domain ""Confidentiality"".","StructureDefinition/DIPSR4Encounter","THO (V3)"
